id,channel_id,counter_edge_id,from_node_id,to_node_id,balance(millisat),fee_base(millisat),fee_proportional,min_htlc(millisat),timelock
557,278,556,1270,3156,376080,1000,1000,1000,30

558,279,559,3311,1270,234182,1000,1,1000,40

559,279,558,1270,3311,707733,1000,1000,1000,30

560,280,561,3915,1270,40221,1000,10,1000,14

561,280,560,1270,3915,1035459,1000,1000,0,30

562,281,563,4057,1270,601392,1000,1,1000,40

563,281,562,1270,4057,539898,1000,1000,1,30

564,282,565,4059,1270,640911,1000,1,1000,40

565,282,564,1270,4059,589910,1000,1000,1000,30

566,283,567,1270,4277,91576,1000,1000,0,30

567,283,566,4277,1270,546136,1000,10,1000,14

568,284,569,4057,1270,573252,1000,1,1000,40

569,284,568,1270,4057,591953,1000,1000,1,30

570,285,571,4057,1270,309123,1000,1,1000,40

571,285,570,1270,4057,661636,1000,1000,1,30

572,286,573,4057,1270,855896,1000,1,1000,40

573,286,572,1270,4057,30229,1000,1000,1,30

574,287,575,5230,1270,854156,1000,1,1000,40

575,287,574,1270,5230,112081,1000,1000,1,30

576,288,577,4057,1270,923730,1000,1,1000,40

577,288,576,1270,4057,152343,1000,1000,1,30

578,289,579,4057,1270,1156562,1000,1,1000,41

579,289,578,1270,4057,52837,1000,1000,1,30

580,290,581,5277,1270,888914,1000,1,1000,40

581,290,580,1270,5277,214784,1000,1000,1,30

582,291,583,352,1270,680553,1000,10,1000,14

583,291,582,1270,352,443907,1000,1000,0,30

584,292,585,2506,4659,798061,1000,1,1,40

585,292,584,4659,2506,316939,1000,1,1000,40

586,293,587,2473,4325,336482,0,4000,1000,30

587,293,586,4325,2473,315475,1,10,1000,40

588,294,589,2473,4325,282596,0,1000,1000,30

589,294,588,4325,2473,880535,1,10,1000,40

590,295,591,1226,4325,427376,1000,1,1000,40

591,295,590,4325,1226,555130,1000,1,1000,40

592,296,593,1340,2492,115841,1000,1,1000,144

593,296,592,2492,1340,834932,0,0,0,0

594,297,595,1340,3311,452004,1000,1,1000,40

595,297,594,3311,1340,560895,1000,1,1000,40

596,298,597,1762,1293,595754,1000,1,1000,144

597,298,596,1293,1762,488594,1000,1,1000,144

598,299,599,3298,1293,19673,1000,1,1000,40

599,299,598,1293,3298,596697,1000,1,1000,40

600,300,601,1762,2070,782346,1000,1,1000,144

601,300,600,2070,1762,323317,10000,2500,1000,4

602,301,603,1414,784,1183547,5000,3000,0,144

603,301,602,784,1414,166449,0,0,0,0

604,302,605,1444,1459,615873,0,1000,1000,144

605,302,604,1459,1444,368098,1,3,1000,144

606,303,607,1444,2167,218151,0,1000,1000,144

607,303,606,2167,1444,760342,1000,1,1000,144

608,304,609,1425,1444,97355,1000,1,1000,144

609,304,608,1444,1425,839802,0,1000,1000,144

610,305,611,1340,1444,208557,1000,1,1000,144

611,305,610,1444,1340,877512,0,1000,1000,144

612,306,613,1444,2687,955531,0,1000,1000,144

613,306,612,2687,1444,32163,0,10,1000,144

614,307,615,1444,2687,95384,0,1000,1000,144

615,307,614,2687,1444,533262,0,10,1000,144

616,308,617,1444,2687,842260,0,1000,1000,144

617,308,616,2687,1444,52043,0,10,1000,144

618,309,619,1444,2687,205211,0,1000,1000,144

619,309,618,2687,1444,1061520,0,10,1000,144

620,310,621,1444,1387,1062668,0,1000,1000,144

621,310,620,1387,1444,352812,0,1000,1000,30

622,311,623,1444,2687,950406,0,1000,1000,144

623,311,622,2687,1444,69669,0,10,1000,144

624,312,625,1444,631,483512,0,1000,0,144

625,312,624,631,1444,752093,10,500,1000,14

626,313,627,2076,1444,699500,1000,1,1000,40

627,313,626,1444,2076,381001,0,1000,1000,144

628,314,629,2076,1444,163306,1000,1,1000,40

629,314,628,1444,2076,747035,0,1000,1000,40

630,315,631,2076,1444,258895,1000,1,1000,40

631,315,630,1444,2076,724447,0,1000,1000,40

632,316,633,1480,1444,883216,1,40,1000,14

633,316,632,1444,1480,42448,0,1000,0,40

634,317,635,1444,2513,671527,0,1000,1000,40

635,317,634,2513,1444,308960,1000,1,1000,144

636,318,637,1378,1444,911657,1000,10,1000,14

637,318,636,1444,1378,3789,0,1000,0,40

638,319,639,2826,1444,212047,1000,1,1000,40

639,319,638,1444,2826,869774,0,1000,1000,40

640,320,641,800,62,699471,2000,2,1000,144

641,320,640,62,800,42138,0,0,0,0

642,321,643,1762,1116,819681,1000,1,1000,144

643,321,642,1116,1762,499559,1000,1,1000,144

644,322,645,2770,971,129899,1000,1,1,40

645,322,644,971,2770,446062,1000,100,1000,144

646,323,647,3298,1116,1023620,1000,1,1,40

647,323,646,1116,3298,145618,1000,1,1000,40

648,324,649,2926,2941,357070,1000,1,1000,40

649,324,648,2941,2926,619813,0,0,0,0

650,325,651,1336,1762,102932,1000,1,1000,144

651,325,650,1762,1336,777052,1000,1,1000,144

652,326,653,1336,1102,724641,1000,1,1000,40

653,326,652,1102,1336,36055,1000,1,1000,40

654,327,655,4839,3090,193544,1000,100,1000,40

655,327,654,3090,4839,981025,1000,1,1000,40

656,328,657,5456,4839,548474,1000,1,1000,40

657,328,656,4839,5456,288187,1000,1,1000,40

658,329,659,5799,657,927224,10000,2,1000,40

659,329,658,657,5799,217053,2,2,1,144

660,330,661,5799,657,791076,10000,2,1000,40

661,330,660,657,5799,12759,2,0,1,144

662,331,663,621,373,501462,1000,1,1000,144

663,331,662,373,621,349318,1000,1,1000,144

664,332,665,4297,5043,1010199,444,1,1000,40

665,332,664,5043,4297,34084,1000,20,1000,40

666,333,667,4297,2016,632410,444,1,1000,40

667,333,666,2016,4297,448811,1000,1,1,40

668,334,669,4297,3845,771856,1000,1,1000,40

669,334,668,3845,4297,237559,1000,1000,1000,40

670,335,671,4297,3845,1569,1000,1,1000,40

671,335,670,3845,4297,748877,1000,1,1000,40

672,336,673,5907,4297,665157,10,1,1000,40

673,336,672,4297,5907,668739,1000,1,1000,40

674,337,675,1260,1431,335332,1000,1,1000,144

675,337,674,1431,1260,575766,1000,1,1000,144

676,338,677,3070,1431,447788,994,1,1000,40

677,338,676,1431,3070,723298,1000,1,0,40

678,339,679,1455,1431,505597,0,0,1000,9

679,339,678,1431,1455,642284,1000,1,1000,40

680,340,681,1870,2888,91618,210,14,1000,14

681,340,680,2888,1870,1110654,1000,1,1000,40

682,341,683,1245,971,462431,1,100,1000,31

683,341,682,971,1245,528105,1000,100,1,144

684,342,685,3931,1426,824708,2,10,1000,40

685,342,684,1426,3931,49281,0,4000,1000,30

686,343,687,3809,4479,559884,0,0,1,40

687,343,686,4479,3809,702265,1000,1,1000,40

688,344,689,1023,1134,153106,1000,1,1000,144

689,344,688,1134,1023,587316,1,1,1000,144

690,345,691,1023,273,425309,1000,1,0,40

691,345,690,273,1023,453031,1000,10,1000,14

692,346,693,1386,1023,709589,4,56,1000,144

693,346,692,1023,1386,207032,1000,1,1000,40

694,347,695,1023,1389,859904,1000,1,1,40

695,347,694,1389,1023,128071,0,1000,1000,30

696,348,697,2132,1239,335649,1000,1,1000,40

697,348,696,1239,2132,1191167,0,0,0,0

698,349,699,3275,1023,895586,100,1,1000,40

699,349,698,1023,3275,161150,1000,1,1000,40

700,350,701,1023,3090,382932,1000,1,1000,40

701,350,700,3090,1023,937133,1000,1,1000,40

702,351,703,1455,3799,16829,0,0,1000,9

703,351,702,3799,1455,1103950,1000,1,1,40

704,352,705,2034,844,78909,849,488,1000,40

705,352,704,844,2034,1155233,1000,1,1000,40

706,353,707,2034,1352,1118561,849,488,1000,40

707,353,706,1352,2034,6062,1000,1,1000,40

708,354,709,828,2034,209458,1000,1,1000,40

709,354,708,2034,828,791139,849,489,1000,40

710,355,711,4297,2034,654048,444,1,1000,40

711,355,710,2034,4297,393854,849,489,1000,40

712,356,713,1425,4573,187615,1000,1,1,40

713,356,712,4573,1425,899305,1000,200,1000,40

714,357,715,2467,1835,779251,0,4000,1000,30

715,357,714,1835,2467,475599,1000,1,1,40

716,358,717,2500,1387,450008,1000,1,1000,40

717,358,716,1387,2500,207860,0,4000,1000,30

718,359,719,6026,1421,22661,750,1,1000,40

719,359,718,1421,6026,806202,10,20,1000,40

720,360,721,6026,1732,834145,42,3,1000,40

721,360,720,1732,6026,191469,1000,10,1,14

722,361,723,6026,1459,125882,990,1,1000,40

723,361,722,1459,6026,1090129,1000,1,1000,40

724,362,725,6026,1465,769832,420,5,1000,30

725,362,724,1465,6026,314324,5000,700,1000,40

726,363,727,1224,6026,866412,1000,1,1,40

727,363,726,6026,1224,25542,750,1,1000,40

728,364,729,3070,6026,61769,0,6,1,40

729,364,728,6026,3070,820883,750,1,1000,40

730,365,731,6026,1424,701028,990,1,1000,30

731,365,730,1424,6026,308642,0,1000,1000,30

732,366,733,3580,5507,291764,1000,1,1000,40

733,366,732,5507,3580,569959,100,1,1000,40

734,367,735,1148,3516,915082,800,1999,1000,30

735,367,734,3516,1148,116953,5000,1000000,1,144

736,368,737,3516,987,237513,5000,1000000,1000,144

737,368,736,987,3516,895707,1000,1,1000,40

738,369,739,3516,971,453795,5000,1000000,1,144

739,369,738,971,3516,412424,1000,100,1000,144

740,370,741,1121,3516,709771,99,1,1000,144

741,370,740,3516,1121,437313,5000,1000000,1000,144

742,371,743,3516,1313,597521,5000,1000000,1,144

743,371,742,1313,3516,403143,0,4000,1000,30

744,372,745,1136,3516,611592,0,4000,1000,30

745,372,744,3516,1136,527145,5000,1000000,1,144

746,373,747,2708,3516,1187404,1000,1,1000,40

747,373,746,3516,2708,66366,1000,1,1000,40

748,374,749,2468,3516,961933,0,4000,1000,30

749,374,748,3516,2468,312964,1000,1,1000,40

750,375,751,4421,5735,332404,500,5,1000,14

751,375,750,5735,4421,530375,1000,100,1000,40

752,376,753,1669,1450,580998,1000,2000,1000,40

753,376,752,1450,1669,302435,1001,1999,1000,30

754,377,755,5042,5205,685603,1000,1,1000,40

755,377,754,5205,5042,223213,1000,1,1000,40

756,378,757,5090,5042,588026,0,0,0,0

757,378,756,5042,5090,170361,1000,1,1000,40

758,379,759,4785,5042,871647,0,0,0,0

759,379,758,5042,4785,171756,1000,1,1000,40

760,380,761,4785,5042,603197,0,0,0,0

761,380,760,5042,4785,361974,1000,1,1000,40

762,381,763,5196,5042,1002369,1000,1,1000,40

763,381,762,5042,5196,24995,1000,1,1000,40

764,382,765,5042,5104,620195,1000,1,1000,40

765,382,764,5104,5042,518169,1000,1,1000,40

766,383,767,5143,5042,734440,1000,1,1000,40

767,383,766,5042,5143,77892,1000,1,1000,40

768,384,769,6108,5042,543313,0,0,0,0

769,384,768,5042,6108,292499,1000,1,1000,40

770,385,771,5042,5104,291807,1000,1,1000,40

771,385,770,5104,5042,1013356,1000,1,1000,40

772,386,773,5042,5100,723648,1000,1,1000,40

773,386,772,5100,5042,125885,1000,1,1000,40

774,387,775,5042,5211,418171,1000,1,1000,40

775,387,774,5211,5042,770817,1000,1,1000,40

776,388,777,5319,5042,111395,1000,1,1000,40

777,388,776,5042,5319,763064,1000,1,1000,40

778,389,779,5319,5042,1212097,1000,1,1000,40

779,389,778,5042,5319,238920,1000,1,1000,40

780,390,781,5459,5042,644985,0,0,0,0

781,390,780,5042,5459,610633,1000,1,1000,40

782,391,783,5178,5042,39924,1000,1,1000,40

783,391,782,5042,5178,719372,1000,1,1000,40

784,392,785,5042,5211,839653,1000,1,1000,40

785,392,784,5211,5042,72686,1000,1,1000,40

786,393,787,5042,5205,1114011,1000,1,1000,40

787,393,786,5205,5042,210358,1000,1,1000,40

788,394,789,5619,5042,335947,1000,1,1000,40

789,394,788,5042,5619,464075,1000,1,1000,40

790,395,791,5042,5040,177161,1000,1,1000,40

791,395,790,5040,5042,685568,1000,1,1000,40

792,396,793,5042,5040,532898,1000,1,1000,40

793,396,792,5040,5042,563349,1000,1,1000,40

794,397,795,5922,5042,91114,1000,1,1000,40

795,397,794,5042,5922,818084,1000,1,1000,40

796,398,797,5042,5927,354829,1000,1,1000,40

797,398,796,5927,5042,667660,1000,1,1000,40

798,399,799,5972,5042,293340,1000,1,1000,40

799,399,798,5042,5972,651368,1000,1,1000,40

800,400,801,5042,5040,523993,1000,1,1000,40

801,400,800,5040,5042,418680,1000,1,1000,40

802,401,803,6031,5042,475837,1000,1,1000,40

803,401,802,5042,6031,85526,1000,1,1000,40

804,402,805,6085,5042,706671,1000,1,1000,40

805,402,804,5042,6085,576950,1000,1,1000,40

806,403,807,5042,6088,867686,1000,1,1000,40

807,403,806,6088,5042,8553,1000,1,1000,40

808,404,809,4316,1992,652438,0,0,0,0

809,404,808,1992,4316,288142,1000,1,1,40

810,405,811,1170,1762,477367,42,2,1000,42

811,405,810,1762,1170,621776,1000,1,1000,40

812,406,813,1170,1394,803299,42,2,1,42

813,406,812,1394,1170,27776,1,1,1000,40

814,407,815,1170,971,337228,1000,1,1000,40

815,407,814,971,1170,357875,1000,100,1,144

816,408,817,1444,1170,248718,0,1000,1000,40

817,408,816,1170,1444,597338,1000,1,1000,40

818,409,819,5778,1438,436925,10,4,1000,40

819,409,818,1438,5778,752747,1,48,1000,16

820,410,821,1369,882,142014,0,1000,1000,30

821,410,820,882,1369,581410,1000,1,1000,40

822,411,823,2933,3070,1188457,10,1,1000,9

823,411,822,3070,2933,27943,1000,1,1,40

824,412,825,2871,3298,591804,1000,1,1000,40

825,412,824,3298,2871,284412,1000,1,1,40

826,413,827,2352,392,521324,1000,1,1000,40

827,413,826,392,2352,199269,100,1,1000,144

828,414,829,3859,392,879410,1000,1,1000,40

829,414,828,392,3859,78387,1000,1,1,40

830,415,831,4016,2871,848921,1000,1,1,40

831,415,830,2871,4016,52780,1000,1,1000,40

832,416,833,4297,392,349460,444,1,1000,40

833,416,832,392,4297,652168,1000,1,1000,40

834,417,835,1870,3522,268591,210,106,1000,14

835,417,834,3522,1870,806866,1000,1,1000,40

836,418,837,3402,1311,167302,1000,1,1000,40

837,418,836,1311,3402,684774,1000,1,1000,40

838,419,839,1237,4551,665386,1000,120,1000,40

839,419,838,4551,1237,684518,1000,1,1000,40

840,420,841,1311,3845,538414,1000,1,1000,40

841,420,840,3845,1311,597502,1000,1000,1000,40

842,421,843,3845,1732,609984,1000,1000,1000,40

843,421,842,1732,3845,434261,1000,10,1,14

844,422,845,1311,1357,942678,1000,1,1000,40

845,422,844,1357,1311,467603,10000,5000,1000,144

846,423,847,1438,4839,13048,1,48,1000,16

847,423,846,4839,1438,845544,1000,100,0,40

848,424,849,1311,911,384764,1000,1,1000,40

849,424,848,911,1311,459907,1000,40,1000,15

850,425,851,5147,4063,768393,1000,10,1000,40

851,425,850,4063,5147,177524,1000,1,1000,40

852,426,853,3265,163,103192,1000,1,0,40

853,426,852,163,3265,1055028,1000,10,1000,14

854,427,855,1762,1154,703064,1000,1,1000,144

855,427,854,1154,1762,629870,1000,1,1000,144

856,428,857,2016,1154,424827,1000,1,1000,40

857,428,856,1154,2016,623983,1000,1,1000,40

858,429,859,2063,1154,938239,1000,1,1000,40

859,429,858,1154,2063,138556,1000,1,1000,40

860,430,861,1386,1212,1057564,4,56,1000,144

861,430,860,1212,1386,32598,1000,1,1000,40

862,431,863,1386,569,908433,4,56,1000,144

863,431,862,569,1386,197093,1000,1,1000,40

864,432,865,1386,379,444660,4,56,1000,144

865,432,864,379,1386,216350,1000,1,1000,40

866,433,867,1386,2986,109848,4,56,1,144

867,433,866,2986,1386,969789,1000,1,1000,40

868,434,869,3070,2993,737537,1383,2,1000,40

869,434,868,2993,3070,463327,1000,100,0,40

870,435,871,1132,3298,440961,5000,500,1000,40

871,435,870,3298,1132,300815,1000,1,10000,40

872,436,873,2096,1230,230767,334,1,1000,40

873,436,872,1230,2096,758407,473,89,1000,40

874,437,875,1277,1230,215045,1000,1,1000,144

875,437,874,1230,1277,373206,827,164,1000,40

876,438,877,1170,1230,349371,42,2,1000,42

877,438,876,1230,1170,711647,1000,200,1000,40

878,439,879,1067,1230,675461,0,0,0,0

879,439,878,1230,1067,223810,491,93,0,40

880,440,881,1136,1230,819664,0,1000,1000,30

881,440,880,1230,1136,320713,922,184,1000,40

882,441,883,3765,1230,384561,999,999,1000,14

883,441,882,1230,3765,360473,520,99,0,40

884,442,885,1357,1230,766461,10000,5000,1000,144

885,442,884,1230,1357,262617,100,10,1000,40

886,443,887,840,1230,464979,1000,1000,1000,144

887,443,886,1230,840,794995,100,10,1000,40

888,444,889,1218,1230,706420,100,200,1000,120

889,444,888,1230,1218,257625,1000,200,1,40

890,445,891,4557,1230,604694,0,70,1000,60

891,445,890,1230,4557,479240,929,185,1000,40

892,446,893,3363,1230,180312,1000,1,1000,40

893,446,892,1230,3363,742700,1000,200,1000,40

894,447,895,2046,1230,66882,999,1,1000,44

895,447,894,1230,2046,752930,553,106,1000,40

896,448,897,1302,1230,609478,1000,1,1000,144

897,448,896,1230,1302,111118,100,10,1000,40

898,449,899,844,1230,57145,1000,1,1000,40

899,449,898,1230,844,883686,753,148,1000,40

900,450,901,1264,1230,279599,500,10,1000,30

901,450,900,1230,1264,972690,575,110,1,40

902,451,903,1326,1230,170438,1000,1,1000,144

903,451,902,1230,1326,705864,514,97,1000,40

904,452,905,1264,1230,154073,500,10,1000,30

905,452,904,1230,1264,1214981,100,10,1,40

906,453,907,1443,1230,1041940,0,1,1000,144

907,453,906,1230,1443,75916,100,10,1000,40

908,454,909,1118,1230,933332,100,1,1000,144

909,454,908,1230,1118,153548,342,61,1000,40

910,455,911,2541,1230,579787,1000,1,1000,40

911,455,910,1230,2541,280524,1000,200,1000,40

912,456,913,3839,1230,506632,2000,100,1000,144

913,456,912,1230,3839,598750,739,145,1000,40

914,457,915,1134,1230,851175,1,1000,1000,144

915,457,914,1230,1134,374620,621,120,1000,40

916,458,917,1375,1230,941941,1000,250,1000,144

917,458,916,1230,1375,308638,100,10,1000,40

918,459,919,2852,1230,503763,1000,50,1000,40

919,459,918,1230,2852,506414,359,65,1000,40

920,460,921,4844,1230,21143,1000,1,1,40

921,460,920,1230,4844,955608,1000,200,1000,40

922,461,923,1394,1230,430434,1,1,1000,40

923,461,922,1230,1394,587206,567,108,1000,40

924,462,925,1230,1270,95145,1000,200,1000,40

925,462,924,1270,1230,703928,1000,1000,1000,30

926,463,927,1136,1230,38896,0,1000,1000,30

927,463,926,1230,1136,935645,1000,200,1,40

928,464,929,1230,3029,545540,100,10,1000,40

929,464,928,3029,1230,897227,1000,1,1000,40

930,465,931,1230,1415,48059,301,52,1000,40

931,465,930,1415,1230,891952,1000,2000,1000,144

932,466,933,1230,1416,15163,100,10,1000,40

933,466,932,1416,1230,947867,1000,1900,1000,144

934,467,935,1230,1459,211640,361,65,1000,40

935,467,934,1459,1230,412485,1000,1,1000,40

936,468,937,1230,3998,543158,1000,200,1000,40

937,468,936,3998,1230,640655,2000,100,1000,144

938,469,939,1230,392,92244,763,150,1000,40

939,469,938,392,1230,472909,100,1,1000,144

940,470,941,1230,2504,833253,309,54,1000,40

941,470,940,2504,1230,295368,1000,2500,1000,40

942,471,943,1230,4648,400114,342,61,1000,40

943,471,942,4648,1230,737644,1000,1200,1000,40

944,472,945,1230,4648,741250,501,95,1000,40

945,472,944,4648,1230,182915,1000,1200,1000,40

946,473,947,5079,4839,689643,1,500000,1000,4

947,473,946,4839,5079,258724,1000,1,1000,40

948,474,949,5088,4839,379262,1000,1,1000,40

949,474,948,4839,5088,661692,1000,1,1000,40

950,475,951,2991,971,83493,0,1,1,40

951,475,950,971,2991,635505,0,0,1000,144

952,476,953,4839,4846,563090,1000,100,1,40

953,476,952,4846,4839,681747,490,1,1000,40

954,477,955,996,1134,546748,1000,1,1000,40

955,477,954,1134,996,955734,1000,1,1000,40

956,478,957,1148,4033,303242,0,4000,1000,30

957,478,956,4033,1148,561832,1000,1,1,40

958,479,959,5230,971,585851,1000,1,1000,40

959,479,958,971,5230,333339,1000,100,1,144

960,480,961,5914,1311,422237,500,500,1000,40

961,480,960,1311,5914,130959,1000,1,1000,40

962,481,963,4839,1358,413992,1000,100,1,40

963,481,962,1358,4839,543794,0,980,1000,29

964,482,965,2034,4839,444957,849,489,1000,40

965,482,964,4839,2034,545572,1000,100,1,40

966,483,967,4839,1305,345465,1000,100,1000,40

967,483,966,1305,4839,653267,1000,1,1000,40

968,484,969,1943,1036,395165,1000,1,1000,144

969,484,968,1036,1943,581393,1000,1,1000,144

970,485,971,1036,173,628971,1000,1,0,40

971,485,970,173,1036,380178,1000,1,1000,14

972,486,973,3868,1870,436955,500,50,1000,40

973,486,972,1870,3868,422454,210,115,1000,14

974,487,975,1252,1218,17759,1000,1,1,40

975,487,974,1218,1252,1030131,100,200,1000,120

976,488,977,1252,1294,241752,1000,1,1000,40

977,488,976,1294,1252,768527,1000,1,1000,40

978,489,979,1252,3993,786589,1000,1,1000,40

979,489,978,3993,1252,165088,1000,1,1000,40

980,490,981,1252,1732,439695,1000,1,0,40

981,490,980,1732,1252,470239,1000,10,1000,14

982,491,983,1252,3839,187451,1000,1,1000,40

983,491,982,3839,1252,419677,2000,100,1000,144

984,492,985,1252,4500,337709,1000,1,1000,40

985,492,984,4500,1252,733834,1000,1,1000,40

986,493,987,1252,4342,242925,1000,1,1000,40

987,493,986,4342,1252,592858,1000,1,1000,40

988,494,989,1252,4297,116121,1000,1,1000,40

989,494,988,4297,1252,1221654,444,1,1000,40

990,495,991,1252,4297,57312,1000,1,1000,40

991,495,990,4297,1252,924293,444,1,1000,40

992,496,993,5960,3986,148870,1000,1,1000,40

993,496,992,3986,5960,870541,1000,1,1000,40

994,497,995,1252,4297,282519,1000,1,1000,40

995,497,994,4297,1252,786020,1000,1,1000,40

996,498,997,1252,5635,381752,1000,1,1000,40

997,498,996,5635,1252,717937,1000,487,1000,40

998,499,999,1252,5020,139317,1000,1,1000,40

999,499,998,5020,1252,333116,1000,35,1000,40

1000,500,1001,5067,3998,357178,1000,1,1,40

1001,500,1000,3998,5067,364337,2000,100,1000,144

1002,501,1003,1989,3915,568744,1000,1,1000,40

1003,501,1002,3915,1989,319931,1000,10,1,14

1004,502,1005,1708,2915,36043,1,10,1,14

1005,502,1004,2915,1708,963925,6000,1000,1000,40

1006,503,1007,3070,2096,442938,945,1,1000,40

1007,503,1006,2096,3070,462758,334,1,0,40

1008,504,1009,2969,4072,108688,1000,1,1000,40

1009,504,1008,4072,2969,927710,1000,1,1000,40

1010,505,1011,4819,4839,370179,1000,1,1000,40

1011,505,1010,4839,4819,706870,1000,100,1,40

1012,506,1013,4839,3998,659678,1000,100,1,40

1013,506,1012,3998,4839,159466,2000,100,1000,144

1014,507,1015,4839,1443,653423,1000,100,1,40

1015,507,1014,1443,4839,49357,0,1,1000,144

1016,508,1017,4839,1270,527193,1000,100,1000,40

1017,508,1016,1270,4839,581309,1000,1000,1000,30

1018,509,1019,1711,5982,211858,1000,1,1,40

1019,509,1018,5982,1711,331195,1000,1,1000,144
