id,channel_id,counter_edge_id,from_node_id,to_node_id,balance(millisat),fee_base(millisat),fee_proportional,min_htlc(millisat),timelock

17021,8510,17020,2464,2487,386532,0,0,0,0

17022,8511,17023,2589,1443,798469,1000,1,1000,144

17023,8511,17022,1443,2589,175911,0,1,1000,144

17024,8512,17025,2589,1301,222542,1000,1,1000,144

17025,8512,17024,1301,2589,905318,0,4000,1000,30

17026,8513,17027,1237,844,713060,1000,120,1000,40

17027,8513,17026,844,1237,71387,1000,1,1000,144

17028,8514,17029,2487,1465,579740,1000,1,1000,40

17029,8514,17028,1465,2487,147215,2000,100,1000,200

17030,8515,17031,2096,1341,790819,334,1,1000,40

17031,8515,17030,1341,2096,86375,20,4,1000,40

17032,8516,17033,1375,2330,274862,1000,250,0,144

17033,8516,17032,2330,1375,710558,350,1,1000,14

17034,8517,17035,2463,2636,784700,1000,1,1000,144

17035,8517,17034,2636,2463,209102,1000,1,1000,144

17036,8518,17037,1124,2956,564996,1000,1,1000,40

17037,8518,17036,2956,1124,194540,1000,1,1000,144

17038,8519,17039,2076,2487,953565,1000,1,1000,144

17039,8519,17038,2487,2076,45369,1000,1,1000,40

17040,8520,17041,1453,2626,491921,1000,1,1000,144

17041,8520,17040,2626,1453,592102,0,0,0,0

17042,8521,17043,2772,2858,982255,0,0,0,0

17043,8521,17042,2858,2772,168438,1000,1,1000,144

17044,8522,17045,2016,1437,1201509,1000,1,1000,144

17045,8522,17044,1437,2016,14857,0,1,1000,144

17046,8523,17047,768,2469,893043,0,0,0,0

17047,8523,17046,2469,768,18692,100,1999,1000,30

17048,8524,17049,567,768,804598,1000,100,1000,144

17049,8524,17048,768,567,235162,0,0,0,0

17050,8525,17051,1807,768,539509,1000,1,1000,144

17051,8525,17050,768,1807,221485,0,0,0,0

17052,8526,17053,2016,1827,425877,1000,1,1000,144

17053,8526,17052,1827,2016,593987,1000,1,1000,144

17054,8527,17055,2016,103,59965,1000,1,1000,144

17055,8527,17054,103,2016,1086085,500,13,1000,40

17056,8528,17057,2016,744,1268228,1000,1,1000,144

17057,8528,17056,744,2016,48579,0,100,1000,10

17058,8529,17059,1300,2760,757117,0,4000,1000,30

17059,8529,17058,2760,1300,110394,1000,1,1000,144

17060,8530,17061,2760,1424,859206,1000,1,1000,144

17061,8530,17060,1424,2760,126731,0,4000,1000,30

17062,8531,17063,2760,1136,975759,1000,1,1000,144

17063,8531,17062,1136,2760,131027,0,4000,1000,30

17064,8532,17065,2494,2659,904929,1000,1,1000,144

17065,8532,17064,2659,2494,58839,0,0,0,0

17066,8533,17067,1148,2487,236918,0,4000,1000,30

17067,8533,17066,2487,1148,483458,1000,1,1000,40

17068,8534,17069,1308,2431,207910,0,4000,1000,30

17069,8534,17068,2431,1308,938279,0,0,0,0

17070,8535,17071,1030,2125,489794,25000,500,1000,10

17071,8535,17070,2125,1030,839364,1000,1,1000,144

17072,8536,17073,1340,1222,220120,1000,1,1,144

17073,8536,17072,1222,1340,829953,100,1,1000,144

17074,8537,17075,1222,1358,1038026,9,3,1000,144

17075,8537,17074,1358,1222,120988,0,0,1,29

17076,8538,17077,1453,2659,849718,1000,1,1000,144

17077,8538,17076,2659,1453,130727,0,0,0,0

17078,8539,17079,1444,2487,39096,0,1000,1000,144

17079,8539,17078,2487,1444,1043402,1000,1,1000,40

17080,8540,17081,2582,1270,700527,10,1,1000,144

17081,8540,17080,1270,2582,162033,1000,1000,1000,30

17082,8541,17083,1437,1364,378434,0,1,1000,144

17083,8541,17082,1364,1437,847843,1,20,1000,40

17084,8542,17085,1211,1270,25796,0,0,0,0

17085,8542,17084,1270,1211,1254931,1000,1000,1000,30

17086,8543,17087,1443,1345,977502,0,1,1000,144

17087,8543,17086,1345,1443,53055,1000,1,1000,144

17088,8544,17089,1656,1313,291742,0,0,0,0

17089,8544,17088,1313,1656,685723,0,4000,1000,30

17090,8545,17091,2598,1302,287143,1000,1,1000,144

17091,8545,17090,1302,2598,240880,1000,1,1000,40

17092,8546,17093,1148,2956,247460,0,4000,1000,30

17093,8546,17092,2956,1148,679713,1000,1,1000,144

17094,8547,17095,2487,2464,359419,1000,1,1000,40

17095,8547,17094,2464,2487,737549,0,0,0,0

17096,8548,17097,1421,2613,903077,1,10,1000,40

17097,8548,17096,2613,1421,203479,0,0,0,0

17098,8549,17099,1267,2688,628650,0,4000,1000,30

17099,8549,17098,2688,1267,170175,0,0,0,0

17100,8550,17101,1169,2487,363713,1000,1,1000,72

17101,8550,17100,2487,1169,644138,1000,1,1000,40

17102,8551,17103,2447,2487,565397,1000,2500,1000,40

17103,8551,17102,2487,2447,211894,1000,1,1000,40

17104,8552,17105,2595,2344,411144,1000,1,1000,40

17105,8552,17104,2344,2595,569237,1000,1,1000,144

17106,8553,17107,2487,1310,253140,1000,1,1000,40

17107,8553,17106,1310,2487,787416,0,2800,1000,30

17108,8554,17109,1222,1223,525466,9,3,1000,144

17109,8554,17108,1223,1222,462089,0,1,1,144

17110,8555,17111,1222,2101,1055792,0,0,0,0

17111,8555,17110,2101,1222,422037,500,1,1,144

17112,8556,17113,1222,178,162770,100,5,0,144

17113,8556,17112,178,1222,698052,1000,10,1,14

17114,8557,17115,1277,934,734290,1000,1,1000,144

17115,8557,17114,934,1277,545704,0,0,0,0

17116,8558,17117,1425,2486,28581,1000,1,1000,144

17117,8558,17116,2486,1425,841833,1000,1,1000,40

17118,8559,17119,1180,2016,222720,1000,1,1000,144

17119,8559,17118,2016,1180,1187903,1000,1,1000,144

17120,8560,17121,2617,1910,1401187,1000,1,1000,144

17121,8560,17120,1910,2617,251827,10000,10,1000,40

17122,8561,17123,1170,2016,544480,42,13269,1000,42

17123,8561,17122,2016,1170,210435,1000,1,1000,144

17124,8562,17125,2016,1421,6275,1000,1,1000,144

17125,8562,17124,1421,2016,967348,1,10,1000,40

17126,8563,17127,2593,1353,260713,0,0,0,0

17127,8563,17126,1353,2593,561809,0,4000,1000,30

17128,8564,17129,1302,2593,130734,1000,1,1000,40

17129,8564,17128,2593,1302,1115108,0,0,0,0

17130,8565,17131,1357,2593,134903,10000,5000,1000,144

17131,8565,17130,2593,1357,745337,0,0,0,0

17132,8566,17133,1910,2593,1242121,10000,10,1000,40

17133,8566,17132,2593,1910,17799,0,0,0,0

17134,8567,17135,2016,1207,291827,1000,1,1000,144

17135,8567,17134,1207,2016,971872,80,1999,1000,30

17136,8568,17137,1386,2609,606487,950,56,1000,144

17137,8568,17136,2609,1386,432315,1000,1,1000,40

17138,8569,17139,1421,367,217531,1,10,0,40

17139,8569,17138,367,1421,590284,1000,10,1000,14

17140,8570,17141,3035,1443,280059,1000,1,1000,40

17141,8570,17140,1443,3035,522662,0,1,1000,144

17142,8571,17143,2719,1313,874298,0,0,0,0

17143,8571,17142,1313,2719,124136,0,4000,1000,30

17144,8572,17145,1369,2330,263692,0,1000,0,30

17145,8572,17144,2330,1369,590460,350,1,1,14

17146,8573,17147,1358,2618,580692,0,0,1000,29

17147,8573,17146,2618,1358,456794,0,0,0,0

17148,8574,17149,2901,1426,532544,1000,1,1,40

17149,8574,17148,1426,2901,334538,0,1000,1000,30

17150,8575,17151,4229,4839,129762,1000,1,1000,40

17151,8575,17150,4839,4229,984920,1000,1,1000,40

17152,8576,17153,2016,1332,594410,1000,1,1000,144

17153,8576,17152,1332,2016,730254,1000,1,1000,144

17154,8577,17155,1226,2016,44866,489,1000,1000,144

17155,8577,17154,2016,1226,972999,1000,1,1000,144

17156,8578,17157,2901,971,481792,1000,1,1,40

17157,8578,17156,971,2901,391577,0,0,1000,144

17158,8579,17159,2494,2393,752852,1000,1,1000,144

17159,8579,17158,2393,2494,440523,1000,1,1000,40

17160,8580,17161,1316,2613,960353,0,1,1000,144

17161,8580,17160,2613,1316,63455,0,0,0,0

17162,8581,17163,2494,2393,119686,1000,1,1000,144

17163,8581,17162,2393,2494,850552,1000,1,1000,40

17164,8582,17165,2473,2613,123009,0,4000,1000,30

17165,8582,17164,2613,2473,653840,0,0,0,0

17166,8583,17167,2167,2393,417059,1000,1,1000,144

17167,8583,17166,2393,2167,160408,1000,1,1000,144

17168,8584,17169,1459,2613,319664,1,100,1000,144

17169,8584,17168,2613,1459,720090,0,0,0,0

17170,8585,17171,1169,567,596470,1000,1,1000,72

17171,8585,17170,567,1169,356498,1000,100,1000,144

17172,8586,17173,340,1302,106744,0,0,0,0

17173,8586,17172,1302,340,785143,1000,1,1000,40

17174,8587,17175,1386,2165,787543,4,56,1000,144

17175,8587,17174,2165,1386,246244,3,1,1000,40

17176,8588,17177,1386,2609,1179974,950,56,1000,144

17177,8588,17176,2609,1386,16077,1000,1,1000,40

17178,8589,17179,170,1375,555556,1000,1,1000,40

17179,8589,17178,1375,170,48806,1000,250,1000,144

17180,8590,17181,2619,1052,788256,1000,1,1000,144

17181,8590,17180,1052,2619,183771,0,0,0,0

17182,8591,17183,2619,2502,2808,1000,1,1000,144

17183,8591,17182,2502,2619,797476,420,42,1000,288

17184,8592,17185,1378,2617,916549,1000,10,1000,14

17185,8592,17184,2617,1378,164200,1000,1,0,144

17186,8593,17187,1876,1465,668312,1000,1,1000,144

17187,8593,17186,1465,1876,126395,2000,100,1000,200

17188,8594,17189,1443,2612,294497,0,1,1000,144

17189,8594,17188,2612,1443,543844,0,0,0,0

17190,8595,17191,1252,2652,740243,1000,1,1000,40

17191,8595,17190,2652,1252,2356,1000,1,1000,144

17192,8596,17193,2618,1154,38178,0,0,0,0

17193,8596,17192,1154,2618,1073272,1000,1,1000,40

17194,8597,17195,1870,4075,645541,210,94,1000,14

17195,8597,17194,4075,1870,245382,1000,1,1000,40

17196,8598,17197,1881,1353,245493,0,0,0,0

17197,8598,17196,1353,1881,817251,0,4000,1000,30

17198,8599,17199,1357,2688,467004,10000,5000,1000,144

17199,8599,17198,2688,1357,480915,0,0,0,0

17200,8600,17201,2830,1443,623383,0,0,0,0

17201,8600,17200,1443,2830,237413,0,1,1000,144

17202,8601,17203,744,2314,382127,0,100,1000,10

17203,8601,17202,2314,744,812081,1000,1,1000,144

17204,8602,17205,1386,1251,183784,4,56,1000,144

17205,8602,17204,1251,1386,758867,1250,3,1000,40

17206,8603,17207,1861,2473,95588,0,0,0,0

17207,8603,17206,2473,1861,694817,0,4000,1000,30

17208,8604,17209,844,1961,465058,1000,1,1000,144

17209,8604,17208,1961,844,596158,0,0,0,0

17210,8605,17211,1374,1358,542846,3,101,1000,144

17211,8605,17210,1358,1374,688100,0,0,1000,29

17212,8606,17213,2659,1424,41483,0,0,0,0

17213,8606,17212,1424,2659,805868,0,1000,1000,30

17214,8607,17215,2857,1207,590173,0,0,0,0

17215,8607,17214,1207,2857,468132,0,1000,1000,30

17216,8608,17217,2487,1443,282745,1000,1,1000,40

17217,8608,17216,1443,2487,765970,0,1,1000,144

17218,8609,17219,2487,2469,1061061,1000,1,1000,40

17219,8609,17218,2469,2487,286485,0,1000,1000,30

17220,8610,17221,2487,2473,550605,1000,1,1000,40

17221,8610,17220,2473,2487,523546,0,1000,1000,30

17222,8611,17223,2487,1443,431389,1000,1,1000,40

17223,8611,17222,1443,2487,673176,0,1,1000,144

17224,8612,17225,1981,2625,110868,1,1,1000,10

17225,8612,17224,2625,1981,766510,0,0,0,0

17226,8613,17227,1118,2625,987107,100,1,1000,40

17227,8613,17226,2625,1118,17912,0,0,0,0

17228,8614,17229,1426,864,737886,1031,1999,1000,30

17229,8614,17228,864,1426,804289,0,0,0,0

17230,8615,17231,1132,2410,977209,5000,500,1000,40

17231,8615,17230,2410,1132,24084,1000,1,1000,40

17232,8616,17233,1453,2632,515840,1000,1,1000,144

17233,8616,17232,2632,1453,884187,0,0,0,0

17234,8617,17235,2696,1421,974181,0,0,0,0

17235,8617,17234,1421,2696,114160,1,10,1000,40

17236,8618,17237,2671,1442,679880,0,0,0,0

17237,8618,17236,1442,2671,177923,0,1000,1000,30

17238,8619,17239,3382,1313,411883,10,10,1,40

17239,8619,17238,1313,3382,468277,0,4000,1000,30

17240,8620,17241,2671,1164,566264,0,0,0,0

17241,8620,17240,1164,2671,557845,0,4000,1000,30

17242,8621,17243,1443,2671,724307,0,1,1000,144

17243,8621,17242,2671,1443,198347,0,0,0,0

17244,8622,17245,170,1301,22965,1000,1,1000,40

17245,8622,17244,1301,170,1171836,0,2800,1000,30

17246,8623,17247,1635,1345,545962,1000,1,1000,40

17247,8623,17246,1345,1635,642228,1000,1,1000,144

17248,8624,17249,2487,1421,1014374,1000,1,1000,40

17249,8624,17248,1421,2487,248339,1,10,1000,40

17250,8625,17251,500,178,224059,95,1,0,14

17251,8625,17250,178,500,869287,1000,10,0,14

17252,8626,17253,1300,2697,246272,0,4000,1000,30

17253,8626,17252,2697,1300,885092,0,0,0,0

17254,8627,17255,2671,1389,635486,0,0,0,0

17255,8627,17254,1389,2671,614567,0,4000,1000,30

17256,8628,17257,1635,1421,868713,1000,1,1000,40

17257,8628,17256,1421,1635,141547,1,10,1000,40

17258,8629,17259,1438,2016,351562,1,19,1000,40

17259,8629,17258,2016,1438,343015,1000,1,1,144

17260,8630,17261,1438,1635,86636,1,19,1000,40

17261,8630,17260,1635,1438,963468,1000,1,1,40

17262,8631,17263,2487,1357,271785,1000,1,1000,40

17263,8631,17262,1357,2487,361421,10000,5000,1000,144

17264,8632,17265,2487,2665,426029,1000,1,0,40

17265,8632,17264,2665,2487,775671,0,0,0,0

17266,8633,17267,2487,2647,992553,1000,1,1000,40

17267,8633,17266,2647,2487,125229,0,0,0,0

17268,8634,17269,2640,2487,209661,1000,1,1000,144

17269,8634,17268,2487,2640,979471,1000,1,1000,40

17270,8635,17271,2487,2469,246466,1000,1,1000,40

17271,8635,17270,2469,2487,1129048,10,1999,1000,30

17272,8636,17273,2487,1426,172282,1000,1,1000,40

17273,8636,17272,1426,2487,927988,0,1000,1000,30

17274,8637,17275,2487,2467,709274,1000,1,1000,40

17275,8637,17274,2467,2487,419540,10,1999,1000,30

17276,8638,17277,1320,6026,783217,1000,1,1000,40

17277,8638,17276,6026,1320,559108,420,5,1000,35

17278,8639,17279,2487,2473,36443,1000,1,1000,40

17279,8639,17278,2473,2487,1102249,10,1999,1000,30

17280,8640,17281,2487,1442,397505,1000,1,1000,40

17281,8640,17280,1442,2487,586859,10,1999,1000,30

17282,8641,17283,2701,1319,856966,1000,1,1000,40

17283,8641,17282,1319,2701,117707,1000,1,1,40

17284,8642,17285,2487,1426,105149,1000,1,1000,40

17285,8642,17284,1426,2487,882170,10,1999,1000,30

17286,8643,17287,2487,2467,510371,1000,1,1000,40

17287,8643,17286,2467,2487,713277,0,1000,1000,30

17288,8644,17289,2487,2473,421362,1000,1,1000,40

17289,8644,17288,2473,2487,636487,10,1999,1000,30

17290,8645,17291,6103,5461,472682,1000,1,1,40

17291,8645,17290,5461,6103,96444,1000,1,1000,40

17292,8646,17293,2487,1442,409666,1000,1,1000,40

17293,8646,17292,1442,2487,630630,10,1999,1000,30

17294,8647,17295,2487,2469,349332,1000,1,1000,40

17295,8647,17294,2469,2487,313637,10,1999,1000,30

17296,8648,17297,1369,1270,515027,0,1000,1000,30

17297,8648,17296,1270,1369,676915,1000,1000,1,30

17298,8649,17299,2643,1164,648343,0,0,0,0

17299,8649,17298,1164,2643,166655,0,1000,1000,30

17300,8650,17301,1756,1212,175055,1000,10,1000,14

17301,8650,17300,1212,1756,312779,1000,1,0,40

17302,8651,17303,2652,1459,802504,1000,1,1000,144

17303,8651,17302,1459,2652,255305,1,17,1000,144

17304,8652,17305,2487,1426,149630,1000,1,1000,40

17305,8652,17304,1426,2487,552560,0,1000,1000,30

17306,8653,17307,2487,2469,225354,1000,1,1000,40

17307,8653,17306,2469,2487,477965,10,1999,1000,30

17308,8654,17309,2487,2467,573294,1000,1,1000,40

17309,8654,17308,2467,2487,456559,0,1000,1000,30

17310,8655,17311,2487,2473,659642,1000,1,1000,40

17311,8655,17310,2473,2487,146159,0,1000,1000,30

17312,8656,17313,2487,1442,470501,1000,1,1000,40

17313,8656,17312,1442,2487,604464,10,1999,1000,30

17314,8657,17315,2473,2696,716993,0,4000,1000,30

17315,8657,17314,2696,2473,42724,0,0,0,0

17316,8658,17317,2652,1443,183321,1000,1,1000,144

17317,8658,17316,1443,2652,843846,0,1,1000,144

17318,8659,17319,2696,1426,436346,0,0,0,0

17319,8659,17318,1426,2696,826696,0,4000,1000,30

17320,8660,17321,2651,1170,782808,0,0,0,0

17321,8660,17320,1170,2651,137188,42,6,1000,42

17322,8661,17323,1275,2693,549632,1000,1,1000,40

17323,8661,17322,2693,1275,653106,0,0,0,0

17324,8662,17325,2696,2467,51368,0,0,0,0

17325,8662,17324,2467,2696,855502,0,4000,1000,30

17326,8663,17327,2718,640,29221,1000,1,1000,144

17327,8663,17326,640,2718,1157215,100,1,1000,144

17328,8664,17329,2487,2470,681590,1000,1,1000,40

17329,8664,17328,2470,2487,455927,500,1999,1000,30

17330,8665,17331,2469,2661,109991,0,4000,1000,30

17331,8665,17330,2661,2469,944026,1000,1,1000,144

17332,8666,17333,2487,950,376685,1000,1,1000,40

17333,8666,17332,950,2487,333509,0,10,1000,144

17334,8667,17335,1444,2708,865893,0,1000,1000,144

17335,8667,17334,2708,1444,414423,1000,1,1000,20

17336,8668,17337,2487,1442,986667,1000,1,1000,40

17337,8668,17336,1442,2487,309501,0,1000,1000,30

17338,8669,17339,2487,1207,594796,1000,1,1000,40

17339,8669,17338,1207,2487,744214,100,1999,1000,30

17340,8670,17341,2487,1424,312862,1000,1,1000,40

17341,8670,17340,1424,2487,448419,0,1000,1000,30

17342,8671,17343,2487,1299,995710,1000,1,1000,40

17343,8671,17342,1299,2487,93979,0,1000,1000,30

17344,8672,17345,2652,1443,166417,1000,1,1000,144

17345,8672,17344,1443,2652,1057242,0,1,1000,144

17346,8673,17347,1453,2693,184086,1000,1,1000,144

17347,8673,17346,2693,1453,864238,0,0,0,0

17348,8674,17349,1132,2708,1212700,5000,500,1000,40

17349,8674,17348,2708,1132,1644,1000,1,1000,20

17350,8675,17351,2708,1244,889690,1000,1,1000,20

17351,8675,17350,1244,2708,254741,1000,1,1000,144

17352,8676,17353,2708,2185,648524,1000,1,0,20

17353,8676,17352,2185,2708,405089,0,0,0,0

17354,8677,17355,1634,2415,404413,1000,1,1000,40

17355,8677,17354,2415,1634,709072,0,0,0,0

17356,8678,17357,2016,1459,448058,1000,1,1000,144

17357,8678,17356,1459,2016,787749,1,54,1000,144

17358,8679,17359,1357,1319,261070,10000,5000,1000,144

17359,8679,17358,1319,1357,1000033,1000,1,1000,40

17360,8680,17361,1001,2655,854327,1000,1,1000,144

17361,8680,17360,2655,1001,184785,1000,1,1000,144

17362,8681,17363,2888,1319,400965,1000,1,1000,40

17363,8681,17362,1319,2888,840188,1000,1,1,40

17364,8682,17365,2655,1207,172836,1000,1,1000,144

17365,8682,17364,1207,2655,575798,0,4000,1000,30

17366,8683,17367,2708,1389,61931,1000,1,1000,20

17367,8683,17366,1389,2708,767013,0,1000,1000,30

17368,8684,17369,2447,1324,698644,1000,2500,1000,40

17369,8684,17368,1324,2447,320151,10000,10,1000,40

17370,8685,17371,2016,1762,428498,1000,1,1000,144

17371,8685,17370,1762,2016,370168,1000,1,1000,144

17372,8686,17373,1443,2658,75326,0,1,1000,144

17373,8686,17372,2658,1443,823492,1000,1,1000,144

17374,8687,17375,1275,2016,1092934,1000,1,1000,40

17375,8687,17374,2016,1275,190676,1000,1,1000,144

17376,8688,17377,2351,1207,604838,1000,1,1000,144

17377,8688,17376,1207,2351,406314,0,4000,1000,30

17378,8689,17379,2351,2469,83702,1000,1,1000,144

17379,8689,17378,2469,2351,1064435,0,4000,1000,30

17380,8690,17381,2351,1414,407317,1000,1,1000,144

17381,8690,17380,1414,2351,676892,5000,3000,1000,288

17382,8691,17383,2351,844,912781,1000,1,1000,144

17383,8691,17382,844,2351,148069,1000,1,1000,144

17384,8692,17385,2351,1301,326904,1000,1,1000,144

17385,8692,17384,1301,2351,720557,0,4000,1000,30

17386,8693,17387,2351,1387,294649,1000,1,1000,144

17387,8693,17386,1387,2351,662014,0,4000,1000,30

17388,8694,17389,3540,5413,1010892,0,1,1000,1

17389,8694,17388,5413,3540,230928,1000,1,1000,40

17390,8695,17391,1224,2351,522506,1000,1,1000,20

17391,8695,17390,2351,1224,283173,1000,1,1000,144

17392,8696,17393,1180,3013,464326,1000,1,1000,144

17393,8696,17392,3013,1180,188994,1000,1,1000,40

17394,8697,17395,2351,1164,149243,1000,1,1000,144

17395,8697,17394,1164,2351,953108,0,4000,1000,30

17396,8698,17397,2016,2469,288184,1000,1,1000,144

17397,8698,17396,2469,2016,723582,80,1999,1000,30

17398,8699,17399,3596,1809,1135714,0,0,0,0

17399,8699,17398,1809,3596,174538,1000,1,1000,40

17400,8700,17401,2351,2494,120398,1000,1,1000,144

17401,8700,17400,2494,2351,950592,1000,1,1000,144

17402,8701,17403,2016,1353,433059,1000,1,1000,144

17403,8701,17402,1353,2016,709246,70,1999,1000,30

17404,8702,17405,291,1358,966483,1000,10,1000,144

17405,8702,17404,1358,291,455764,0,0,0,29

17406,8703,17407,2487,1313,59002,1000,1,1000,40

17407,8703,17406,1313,2487,840770,100,1999,1000,30

17408,8704,17409,1827,1358,115949,1000,1,1000,144

17409,8704,17408,1358,1827,806055,0,0,1000,29

17410,8705,17411,2487,1301,701227,1000,1,1000,40

17411,8705,17410,1301,2487,260560,100,1999,1000,30

17412,8706,17413,3227,1358,636305,480,120,1000,40

17413,8706,17412,1358,3227,407768,0,176,1000,29

17414,8707,17415,2668,1164,732180,0,0,0,0

17415,8707,17414,1164,2668,448918,0,4000,1000,30

17416,8708,17417,2082,1358,369162,0,0,1000,14

17417,8708,17416,1358,2082,219366,0,0,0,29

17418,8709,17419,1300,2487,287145,0,1000,1000,30

17419,8709,17418,2487,1300,1018112,1000,1,1000,40

17420,8710,17421,4233,1358,111204,0,0,0,0

17421,8710,17420,1358,4233,1051910,0,0,1000,29

17422,8711,17423,2487,1268,23001,1000,1,1000,40

17423,8711,17422,1268,2487,1130191,100,1999,1000,30

17424,8712,17425,1358,4044,995704,0,0,1,29

17425,8712,17424,4044,1358,177501,1000,1000,1000,40

17426,8713,17427,2668,1443,706225,0,0,0,0

17427,8713,17426,1443,2668,281995,0,1,1000,144

17428,8714,17429,4584,1358,546062,1000,1,1000,40

17429,8714,17428,1358,4584,769330,0,0,1000,29

17430,8715,17431,1453,2016,324484,1000,1,1000,144

17431,8715,17430,2016,1453,421718,1000,1,1000,144

17432,8716,17433,3070,4471,131210,998,1,1,40

17433,8716,17432,4471,3070,658333,1000,1,1000,40

17434,8717,17435,2468,2661,410819,0,4000,1000,30

17435,8717,17434,2661,2468,811298,1000,1,1,40

17436,8718,17437,1443,2461,635564,0,1,1000,144

17437,8718,17436,2461,1443,689878,0,0,0,0

17438,8719,17439,1438,971,253426,1,19,1,40

17439,8719,17438,971,1438,633988,0,0,1,144

17440,8720,17441,1711,2789,724661,0,1,1000,10

17441,8720,17440,2789,1711,347446,0,0,0,0

17442,8721,17443,971,1442,560904,0,0,1000,144

17443,8721,17442,1442,971,552702,0,1000,1,30

17444,8722,17445,1711,3264,69603,0,1,1000,10

17445,8722,17444,3264,1711,709333,1000,1,1000,40

17446,8723,17447,466,392,643480,1000,1,1000,144

17447,8723,17446,392,466,176006,100,1,1000,144

17448,8724,17449,1711,1988,635003,0,1,1000,10

17449,8724,17448,1988,1711,271150,0,0,0,0

17450,8725,17451,1425,392,23846,1000,1,1000,40

17451,8725,17450,392,1425,716684,100,1,1000,144

17452,8726,17453,1711,3808,136902,0,1,1000,10

17453,8726,17452,3808,1711,918542,0,0,0,0

17454,8727,17455,1180,392,479432,1000,1,1000,144

17455,8727,17454,392,1180,389996,100,1,1000,144

17456,8728,17457,1711,3801,291323,0,1,1,10

17457,8728,17456,3801,1711,555636,0,0,0,0

17458,8729,17459,1237,392,285689,1000,120,1000,40

17459,8729,17458,392,1237,478572,100,1,1000,144

17460,8730,17461,1711,4189,769218,0,1,1,10

17461,8730,17460,4189,1711,366855,0,0,0,0

17462,8731,17463,1357,392,959009,10000,5000,1000,144

17463,8731,17462,392,1357,181772,100,1,1000,144

17464,8732,17465,2076,3388,60501,1000,1,1000,40

17465,8732,17464,3388,2076,778219,1000,1,1000,40

17466,8733,17467,1424,392,181644,0,1000,1000,30

17467,8733,17466,392,1424,1163435,100,1,1000,144

17468,8734,17469,2076,3298,502041,1000,1,1000,40

17469,8734,17468,3298,2076,668125,1000,1,1000,40

17470,8735,17471,2487,1421,145571,1000,1,1000,40

17471,8735,17470,1421,2487,883329,1,10,1000,40

17472,8736,17473,2076,3298,667326,1000,1,1000,40

17473,8736,17472,3298,2076,317335,1000,1,1000,40

17474,8737,17475,1267,2487,83612,100,1999,1000,30

17475,8737,17474,2487,1267,1009623,1000,1,1000,40

17476,8738,17477,4555,4949,590162,0,0,1000,40

17477,8738,17476,4949,4555,755428,0,0,1000,40

17478,8739,17479,1013,392,118749,1000,1,1000,40

17479,8739,17478,392,1013,761501,100,1,1000,144

17480,8740,17481,1340,392,29766,1000,1,1000,144

17481,8740,17480,392,1340,1137945,100,1,1000,144

17482,8741,17483,1482,392,386016,1000,10,1000,14

17483,8741,17482,392,1482,375998,100,1,0,144

17484,8742,17485,1338,392,785088,0,0,0,0

17485,8742,17484,392,1338,547445,100,1,1000,144

17486,8743,17487,1303,392,178974,1000,500,1000,40

17487,8743,17486,392,1303,799479,100,1,1,144

17488,8744,17489,2487,1358,438010,1000,1,1000,40

17489,8744,17488,1358,2487,201955,0,0,1000,29

17490,8745,17491,2185,392,1184532,0,0,0,0

17491,8745,17490,392,2185,29129,100,1,0,144

17492,8746,17493,936,392,1298828,999,1,1000,40

17493,8746,17492,392,936,120699,100,1,1000,144

17494,8747,17495,1455,1290,310379,0,0,1000,9

17495,8747,17494,1290,1455,842977,1000,1,1000,40

17496,8748,17497,1112,392,106337,0,0,0,0

17497,8748,17496,392,1112,736390,100,1,1000,144

17498,8749,17499,1036,392,771384,1000,1,1000,40

17499,8749,17498,392,1036,461529,100,1,1000,144

17500,8750,17501,2687,392,696954,0,10,1000,144

17501,8750,17500,392,2687,696144,100,1,1000,144

17502,8751,17503,594,392,238195,1000,10,1000,144

17503,8751,17502,392,594,553325,100,1,1000,144

17504,8752,17505,836,1732,1021810,1000,1,0,40

17505,8752,17504,1732,836,254589,1000,10,1000,14

17506,8753,17507,575,392,102278,1000,10,1000,14

17507,8753,17506,392,575,951909,100,1,0,144

17508,8754,17509,836,4490,667514,1000,1,1,40

17509,8754,17508,4490,836,300387,0,1,1000,10

17510,8755,17511,797,392,836117,1000,1,1000,40

17511,8755,17510,392,797,378290,100,1,1000,144

17512,8756,17513,836,5197,716661,1000,1,1000,40

